index,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,is_zero_adr,is_group_block
117917,City Hotel,0,161,2017,August,32,6,2,4,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,164.7,0,1,Check-Out,2017-08-12,0,0
117918,City Hotel,0,16,2017,August,32,9,0,3,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,180.0,0,1,Check-Out,2017-08-12,0,0
117919,City Hotel,0,108,2017,August,31,5,2,5,2,0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,125.0,0,1,Check-Out,2017-08-12,0,0
117920,City Hotel,0,217,2017,August,32,8,0,4,2,2,0,HB,DEU,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,83,0,0,Transient,228.0,0,0,Check-Out,2017-08-12,0,0
117921,City Hotel,0,14,2017,August,32,9,0,3,4,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,G,G,0,No Deposit,159,0,0,Transient,275.9,0,0,Check-Out,2017-08-12,0,0
117922,City Hotel,0,14,2017,August,32,9,0,3,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,160.0,0,2,Check-Out,2017-08-12,0,0
117923,City Hotel,0,207,2017,August,32,10,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,112.5,0,2,Check-Out,2017-08-12,0,0
117924,City Hotel,0,0,2017,August,32,11,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,0,0,Transient,180.0,0,0,Check-Out,2017-08-12,0,0
117926,City Hotel,0,221,2017,August,32,10,0,2,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,148.5,0,1,Check-Out,2017-08-12,0,0
117927,City Hotel,0,3,2017,August,32,9,0,3,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,230.0,0,1,Check-Out,2017-08-12,0,0
117928,City Hotel,0,221,2017,August,32,10,0,2,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,148.5,0,2,Check-Out,2017-08-12,0,0
117929,City Hotel,0,277,2017,August,32,9,0,3,1,2,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,0,0,Transient,106.34,0,1,Check-Out,2017-08-12,0,0
117930,City Hotel,0,277,2017,August,32,9,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,0,0,Transient,92.86,0,1,Check-Out,2017-08-12,0,0
117931,City Hotel,0,176,2017,August,32,9,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168,0,0,Transient,80.1,0,0,Check-Out,2017-08-12,0,0
117932,City Hotel,0,155,2017,August,32,7,1,4,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,0,Transient,120.0,0,2,Check-Out,2017-08-12,0,0
117933,City Hotel,0,1,2017,August,32,11,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,75.0,0,3,Check-Out,2017-08-12,0,0
117934,City Hotel,0,203,2017,August,32,7,1,4,1,1,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,394,0,0,Transient,75.6,0,0,Check-Out,2017-08-12,0,0
117935,City Hotel,0,203,2017,August,32,7,1,4,2,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,394,0,0,Transient,93.6,0,1,Check-Out,2017-08-12,0,0
117936,City Hotel,0,1,2017,August,32,11,0,1,2,2,0,BB,USA,Direct,Direct,0,0,0,G,G,0,No Deposit,14,0,0,Transient,290.0,0,0,Check-Out,2017-08-12,0,0
117937,City Hotel,0,139,2017,August,31,5,2,5,2,0,0,SC,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient-Party,125.0,0,2,Check-Out,2017-08-12,0,0
117939,City Hotel,0,5,2017,August,32,10,0,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,180.0,0,1,Check-Out,2017-08-12,0,0
117940,City Hotel,0,144,2017,August,31,5,2,5,3,0,0,HB,BEL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,394,0,0,Transient,164.1,0,1,Check-Out,2017-08-12,0,0
117941,City Hotel,0,144,2017,August,31,5,2,5,2,0,0,HB,BEL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,394,0,0,Transient,121.1,0,1,Check-Out,2017-08-12,0,0
117942,City Hotel,0,48,2017,August,32,7,1,4,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,198.0,0,1,Check-Out,2017-08-12,0,0
117943,City Hotel,0,2,2017,August,32,9,0,3,2,0,0,BB,LAO,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,183.33,0,1,Check-Out,2017-08-12,0,0
117944,City Hotel,0,3,2017,August,32,10,0,2,2,0,0,BB,LAO,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,180.0,0,1,Check-Out,2017-08-12,0,0
117945,City Hotel,0,109,2017,August,32,9,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,0,0,Transient,185.0,0,1,Check-Out,2017-08-12,0,0
117946,City Hotel,0,1,2017,August,32,11,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,75.0,0,2,Check-Out,2017-08-12,0,0
117947,City Hotel,0,0,2017,August,32,11,0,1,2,3,0,BB,BEL,Direct,Direct,0,0,0,F,F,1,No Deposit,0,0,0,Transient,250.0,0,0,Check-Out,2017-08-12,0,0
117948,City Hotel,0,41,2017,August,32,7,1,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,160.0,0,1,Check-Out,2017-08-12,0,0
117949,City Hotel,0,181,2017,August,31,5,2,5,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,82.3,0,1,Check-Out,2017-08-12,0,0
117950,City Hotel,0,117,2017,August,32,11,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,0,0,Transient,145.0,0,2,Check-Out,2017-08-12,0,0
117951,City Hotel,0,4,2017,August,32,10,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,199.0,0,1,Check-Out,2017-08-12,0,0
117952,City Hotel,0,127,2017,August,32,9,0,3,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,195.0,0,2,Check-Out,2017-08-12,0,0
117953,City Hotel,0,4,2017,August,32,9,0,3,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,0,0,Transient,152.0,0,1,Check-Out,2017-08-12,0,0
117954,City Hotel,0,0,2017,August,32,10,0,2,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,189.0,0,0,Check-Out,2017-08-12,0,0
117955,City Hotel,0,10,2017,August,32,11,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,189.0,0,0,Check-Out,2017-08-12,0,0
117956,City Hotel,0,48,2017,August,32,9,0,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,140.0,0,2,Check-Out,2017-08-12,0,0
117957,City Hotel,0,127,2017,August,32,9,0,3,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,204.0,1,2,Check-Out,2017-08-12,0,0
117958,City Hotel,0,148,2017,August,32,9,0,3,2,0,1,HB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,0,Transient,164.7,0,1,Check-Out,2017-08-12,0,0
117959,City Hotel,0,155,2017,August,32,7,1,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,0,0,Transient,139.5,0,2,Check-Out,2017-08-12,0,0
117960,City Hotel,0,9,2017,August,32,12,2,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,K,3,No Deposit,9,0,0,Transient-Party,0.0,0,0,Check-Out,2017-08-15,1,0
117961,City Hotel,0,0,2017,August,32,12,0,1,2,0,0,HB,FRA,Direct,Direct,1,0,0,D,D,1,No Deposit,14,0,0,Transient,240.0,0,2,Check-Out,2017-08-13,0,0
117962,City Hotel,0,9,2017,August,32,11,0,2,2,0,0,BB,BLR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2,0,0,Transient,144.5,0,0,Check-Out,2017-08-13,0,0
117963,City Hotel,0,183,2017,August,32,6,2,5,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,148.5,0,0,Check-Out,2017-08-13,0,0
117964,City Hotel,0,6,2017,August,32,10,0,3,2,0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,166.67,0,2,Check-Out,2017-08-13,0,0
117965,City Hotel,0,120,2017,August,32,9,0,4,3,0,0,BB,SWE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,0,0,Transient,225.0,0,1,Check-Out,2017-08-13,0,0
117966,City Hotel,0,173,2017,August,32,10,0,3,2,0,0,BB,NLD,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient,112.5,0,0,Check-Out,2017-08-13,0,0
117967,City Hotel,0,3,2017,August,32,8,0,5,2,0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,124.63,0,1,Check-Out,2017-08-13,0,0
117968,City Hotel,0,308,2017,August,32,7,1,5,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient-Party,98.1,0,1,Check-Out,2017-08-13,0,0
117969,City Hotel,0,53,2017,August,32,11,0,2,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,160.0,0,2,Check-Out,2017-08-13,0,0
117970,City Hotel,0,296,2017,August,32,6,2,5,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,262,0,0,Transient,80.1,0,0,Check-Out,2017-08-13,0,0
117971,City Hotel,0,308,2017,August,32,7,1,5,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient-Party,89.1,0,1,Check-Out,2017-08-13,0,0
117972,City Hotel,0,125,2017,August,32,9,0,4,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient-Party,112.5,0,2,Check-Out,2017-08-13,0,0
117973,City Hotel,0,149,2017,August,32,9,0,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,130.5,0,0,Check-Out,2017-08-13,0,0
117974,City Hotel,0,179,2017,August,32,8,0,5,3,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,159,0,0,Transient,171.66,0,1,Check-Out,2017-08-13,0,0
117975,City Hotel,0,127,2017,August,32,8,0,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,0,0,Transient,80.1,0,0,Check-Out,2017-08-13,0,0
117976,City Hotel,0,270,2017,August,32,10,0,3,2,2,0,BB,NLD,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,0,Transient,179.1,0,0,Check-Out,2017-08-13,0,0
117977,City Hotel,0,7,2017,August,32,10,0,3,2,0,0,BB,MAR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,195.67,0,2,Check-Out,2017-08-13,0,0
117978,City Hotel,0,7,2017,August,32,10,0,3,2,0,0,BB,MAR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,186.67,0,2,Check-Out,2017-08-13,0,0
117980,City Hotel,0,84,2017,August,32,11,0,2,2,2,0,BB,BEL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,0,Transient,240.0,0,1,Check-Out,2017-08-13,0,0
117981,City Hotel,0,125,2017,August,32,9,0,4,3,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,0,0,0,Transient-Party,175.0,0,3,Check-Out,2017-08-13,0,0
117982,City Hotel,0,125,2017,August,32,9,0,4,2,2,0,BB,USA,Direct,Direct,0,0,0,E,E,0,No Deposit,0,0,0,Transient-Party,200.0,0,3,Check-Out,2017-08-13,0,0
117983,City Hotel,0,101,2017,August,31,3,2,8,1,0,0,HB,FRA,Direct,Direct,0,0,0,A,A,3,No Deposit,14,0,0,Transient,130.5,0,2,Check-Out,2017-08-13,0,0
117984,City Hotel,0,101,2017,August,31,3,2,8,2,0,0,HB,FRA,Direct,Direct,0,0,0,A,A,1,No Deposit,14,0,0,Transient,157.5,0,2,Check-Out,2017-08-13,0,0
117985,City Hotel,0,202,2017,August,32,11,0,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,112.5,0,0,Check-Out,2017-08-13,0,0
117986,City Hotel,0,108,2017,August,32,8,0,5,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,192.0,0,0,Check-Out,2017-08-13,0,0
117987,City Hotel,0,110,2017,August,32,6,2,5,3,0,0,BB,AUT,Direct,Direct,0,0,0,D,D,1,No Deposit,14,0,0,Transient,190.0,0,2,Check-Out,2017-08-13,0,0
117988,City Hotel,0,193,2017,August,32,10,0,3,3,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,175.5,0,1,Check-Out,2017-08-13,0,0
117990,City Hotel,0,0,2017,August,32,11,0,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,209.0,0,0,Check-Out,2017-08-13,0,0
117991,City Hotel,0,175,2017,August,32,8,0,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,173.7,0,0,Check-Out,2017-08-13,0,0
117992,City Hotel,0,175,2017,August,32,8,0,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,164.7,0,0,Check-Out,2017-08-13,0,0
117993,City Hotel,0,286,2017,August,31,3,2,8,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,78.35,0,1,Check-Out,2017-08-13,0,0
117994,City Hotel,0,223,2017,August,32,11,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,139.5,0,1,Check-Out,2017-08-13,0,0
117995,City Hotel,0,19,2017,August,32,7,1,5,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,239.0,1,3,Check-Out,2017-08-13,0,0
117996,City Hotel,0,182,2017,August,32,11,0,2,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,0,0,Transient,128.38,0,2,Check-Out,2017-08-13,0,0
117997,City Hotel,0,122,2017,August,32,10,0,3,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient,112.5,0,1,Check-Out,2017-08-13,0,0
117998,City Hotel,0,160,2017,August,32,7,1,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,173.7,0,1,Check-Out,2017-08-13,0,0
117999,City Hotel,0,202,2017,August,32,10,0,3,3,0,0,BB,DNK,Online TA,TA/TO,0,0,0,D,G,0,No Deposit,8,0,0,Transient,255.5,0,0,Check-Out,2017-08-13,0,0
118000,City Hotel,0,0,2017,August,32,11,0,2,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,240.0,0,1,Check-Out,2017-08-13,0,0
118001,City Hotel,0,0,2017,August,32,11,0,2,2,1,0,SC,CHN,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9,0,0,Transient,170.0,0,1,Check-Out,2017-08-13,0,0
118002,City Hotel,0,171,2017,August,32,9,0,4,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,0,Transient,115.63,0,0,Check-Out,2017-08-13,0,0
118003,City Hotel,0,148,2017,August,32,10,0,3,2,1,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,148.5,0,2,Check-Out,2017-08-13,0,0
118004,City Hotel,0,53,2017,August,32,11,0,2,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,210.0,0,3,Check-Out,2017-08-13,0,0
118005,City Hotel,0,1,2017,August,32,12,0,1,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,250.0,0,1,Check-Out,2017-08-13,0,0
118006,City Hotel,0,0,2017,August,32,12,0,1,1,0,0,BB,DEU,Direct,Direct,0,0,0,A,C,1,No Deposit,0,0,0,Transient,199.0,0,0,Check-Out,2017-08-13,0,0
118007,City Hotel,0,2,2017,August,32,10,0,3,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,230.0,0,0,Check-Out,2017-08-13,0,0
118008,City Hotel,0,112,2017,August,32,10,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,155.0,0,0,Check-Out,2017-08-13,0,0
118009,City Hotel,0,20,2017,August,32,8,0,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,180.0,0,1,Check-Out,2017-08-13,0,0
118010,City Hotel,0,134,2017,August,32,7,1,5,3,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,195.0,0,3,Check-Out,2017-08-13,0,0
118011,City Hotel,0,198,2017,August,32,11,0,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16,0,0,Transient,80.1,0,0,Check-Out,2017-08-13,0,0
118013,City Hotel,0,80,2017,August,32,6,2,5,3,0,0,BB,ROU,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,9,0,0,Transient,237.71,0,0,Check-Out,2017-08-13,0,0
118014,City Hotel,0,135,2017,August,32,10,0,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,155.0,0,1,Check-Out,2017-08-13,0,0
118015,City Hotel,0,163,2017,August,32,10,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,130.5,0,2,Check-Out,2017-08-13,0,0
118016,City Hotel,0,190,2017,August,32,7,1,5,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,139.5,0,0,Check-Out,2017-08-13,0,0
118017,City Hotel,0,190,2017,August,32,7,1,5,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,175.5,0,0,Check-Out,2017-08-13,0,0
118018,City Hotel,0,144,2017,August,32,10,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,130.5,0,1,Check-Out,2017-08-13,0,0
118019,City Hotel,0,199,2017,August,32,6,2,5,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,183.21,0,2,Check-Out,2017-08-13,0,0
118020,City Hotel,0,18,2017,August,32,10,0,3,2,0,0,BB,CN,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient,140.8,0,2,Check-Out,2017-08-13,0,0
118021,City Hotel,0,144,2017,August,32,10,0,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,0,Transient,130.5,0,1,Check-Out,2017-08-13,0,0
118022,City Hotel,0,144,2017,August,32,10,0,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,121.5,0,1,Check-Out,2017-08-13,0,0
118024,City Hotel,0,1,2017,August,32,12,0,1,3,0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,14,0,0,Transient,240.0,0,2,Check-Out,2017-08-13,0,0
118026,City Hotel,0,132,2017,August,32,7,1,5,2,0,1,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,0,Transient,125.0,0,3,Check-Out,2017-08-13,0,0
118027,City Hotel,0,42,2017,August,32,10,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,0,0,Transient,250.0,0,1,Check-Out,2017-08-13,0,0
118028,City Hotel,0,308,2017,August,32,7,1,5,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,9,0,0,Transient-Party,98.1,0,1,Check-Out,2017-08-13,0,0
118030,City Hotel,0,87,2017,August,32,9,1,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9,0,0,Transient,155.0,0,0,Check-Out,2017-08-14,0,0
118031,City Hotel,0,135,2017,August,32,7,2,5,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,189.43,0,2,Check-Out,2017-08-14,0,0
118032,City Hotel,0,177,2017,August,32,10,1,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,0,0,Transient,112.5,0,0,Check-Out,2017-08-14,0,0
118033,City Hotel,0,280,2017,August,32,8,1,5,2,0,0,SC,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,89.1,0,2,Check-Out,2017-08-14,0,0
118034,City Hotel,0,31,2017,August,33,13,1,0,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9,0,0,Transient,200.0,0,3,Check-Out,2017-08-14,0,0
118035,City Hotel,0,195,2017,August,32,11,1,2,2,0,0,SC,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,0,0,Transient,80.1,0,0,Check-Out,2017-08-14,0,0
118036,City Hotel,0,22,2017,August,32,10,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,0,Transient,180.0,0,2,Check-Out,2017-08-14,0,0
118037,City Hotel,0,117,2017,August,32,12,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,164.0,0,1,Check-Out,2017-08-14,0,0
118038,City Hotel,0,117,2017,August,32,12,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,155.0,0,1,Check-Out,2017-08-14,0,0
118040,City Hotel,0,0,2017,August,33,13,1,0,3,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,139.0,0,0,Check-Out,2017-08-14,0,0
118041,City Hotel,0,309,2017,August,32,7,2,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,141.3,0,1,Check-Out,2017-08-14,0,0
118042,City Hotel,0,204,2017,August,32,7,2,5,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,112.5,0,1,Check-Out,2017-08-14,0,0
118043,City Hotel,0,156,2017,August,32,11,1,2,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,157.5,0,2,Check-Out,2017-08-14,0,0
118044,City Hotel,0,176,2017,August,32,7,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,130.5,0,1,Check-Out,2017-08-14,0,0
118045,City Hotel,0,54,2017,August,32,10,1,3,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,2,No Deposit,14,0,0,Transient,157.5,0,0,Check-Out,2017-08-14,0,0
118046,City Hotel,0,138,2017,August,32,11,1,2,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,125.0,0,3,Check-Out,2017-08-14,0,0
118048,City Hotel,0,0,2017,August,33,13,1,0,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,180.0,0,0,Check-Out,2017-08-14,0,0
118049,City Hotel,0,157,2017,August,32,10,1,3,2,1,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,148.5,0,2,Check-Out,2017-08-14,0,0
118050,City Hotel,0,1,2017,August,32,11,1,2,2,0,0,BB,PRT,Online TA,GDS,0,0,0,A,A,0,No Deposit,195,0,0,Transient,200.0,0,1,Check-Out,2017-08-14,0,0
118051,City Hotel,0,102,2017,August,32,7,2,5,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7,0,0,Transient,201.4,0,2,Check-Out,2017-08-14,0,0
118052,City Hotel,0,149,2017,August,32,7,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,130.5,0,1,Check-Out,2017-08-14,0,0
118053,City Hotel,0,195,2017,August,32,12,1,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,130.5,0,1,Check-Out,2017-08-14,0,0
118054,City Hotel,0,20,2017,August,32,10,1,3,2,0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,180.0,0,2,Check-Out,2017-08-14,0,0
118055,City Hotel,0,5,2017,August,33,13,1,0,2,0,0,BB,PRY,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,85,0,0,Transient,89.0,0,0,Check-Out,2017-08-14,0,0
118056,City Hotel,0,158,2017,August,32,10,1,3,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,0,0,Transient,175.5,0,1,Check-Out,2017-08-14,0,0
118057,City Hotel,0,36,2017,August,32,12,1,1,2,0,0,BB,ITA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient,155.0,0,1,Check-Out,2017-08-14,0,0
118058,City Hotel,0,105,2017,August,32,12,1,1,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,0,0,Transient,225.0,0,0,Check-Out,2017-08-14,0,0
118059,City Hotel,0,317,2017,August,32,11,1,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient-Party,108.9,1,1,Check-Out,2017-08-14,0,0
